rotor 20c	2007 2007
modification processing device	2007 2007
image capturing unit	2007 2007
ipdl	2007 2007
protection level judging unit	2007 2007
storage unit	2007 2007
computer program	2008 2008
low protection level storage unit	2007 2007
high protection level storage unit	2007 2007
camera unit	2007 2007
projector device	2007 2007
portable telephone device	2007 2007
p-type low resistance layer	2007 2007
n-type zno substrate	2007 2007
vectors	2007 2007
financial transaction instrument	2007 2007
transaction instrument	2007 2007
print head	2008 2008
memory chips	2008 2008
address\/command bus	2008 2008
inoculation	2008 2008
cell culture	2008 2008
polyanionic compound	2008 2008
scrapbook server	2008 2008
nucleic acid adsorbent	2008 2008
water-insoluble carrier	2008 2008
gpt	2008 2008
pc12 cells	2008 2008
liquid crystal display panel	2008 2008
driving ic	2008 2008
light-shielding panel	2008 2008
function calls	2008 2008
welding apparatus	2009 2009
welding process	2009 2009
welding tool	2009 2009
biogas	2009 2009
anaerobic hydrolysis tank	2009 2009
hydrolysis tank	2009 2009
hydrolysis	2009 2009
sensor substrate	2009 2009
radiation solid-state detecting device	2009 2009
cooling panel	2009 2009
pixels	2009 2009
information searching module	2009 2009
conductive posts	2009 2009
modular heat radiating units	2009 2009
cooling door assembly	2009 2009
earpiece	2009 2009
top md yarn	2009 2009
membranes	2009 2009
passenger service unit	2009 2009
furnace	2009 2009
iris camera	2010 2010
encrypted document data	2010 2010
encrypting device	2010 2010
decryption authority changing device	2010 2010
decrypting device	2010 2010
decryption authority management device	2010 2010
touchscreen panel	2010 2010
information terminal device	2010 2010
pll circuit	2010 2010
inductive shield	2010 2010
communication apparatus	2010 2010
channel estimation	2010 2010
channel estimation packet	2010 2010
channel estimation process	2010 2010
precursor acid copolymer	2010 2010
ionomer	2010 2010
microbeads	2010 2010
cascade amplifier	2010 2010
massage device	2010 2010
pll ic	2010 2010
dds circuit	2010 2010
si substrate	2010 2010
computing hardware	2010 2010
data cartridge	2010 2010
magazine transport	2010 2010
magazine engagement device	2010 2010
magazine-based data cartridge library	2010 2010
ladder frame	2010 2010
dirt collection chamber	2010 2010
vacuum cleaner	2010 2010
cyclone chamber	2010 2010
cyclone separator	2010 2010
surface cleaning apparatus	2010 2010
non-ferromagnetic interlayer	2011 2011
pixel electrode	2011 2011
common electrode	2011 2011
virtual storage	2011 2011
image level backup	2011 2011
hypervisor	2011 2011
virtual appliance	2011 2011
hearing aid	2011 2011
accelerometer	2011 2011
sled	2011 2011
muzzle body	2011 2011
die paddle	2011 2011
communication nodes	2011 2011
communication node	2011 2011
communication packet	2011 2011
